ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
206313,1,PENINSULA CHICAGO LLC,"PENINSULA CHICAGO, LLC",108 E SUPERIOR ST,CHICAGO,IL,60611,2,48,18,1477,Outdoor Patio,1122866,RENEW,02/23/2017,03/16/2017,03/15/2019,02/10/2017,AAI,41.895839638,-87.624988141,"(41.89583963820686, -87.62498814131581)"
85612,25,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,623 S WABASH AVE  1,CHICAGO,IL,60605,4,49,1,1050,Public Place of Amusement,2550149,ISSUE,,08/04/2017,10/15/2018,08/04/2017,AAI,41.873908456,-87.625837706,"(41.87390845559158, -87.62583770570953)"
322238,1,RAVENSWOOD BILLBOARD FACTORY LLC,THE BILLBOARD FACTORY,"4025 N RAVENSWOOD AVE 1,2, & 3",CHICAGO,IL,60613,47,25,19,1050,Public Place of Amusement,2550091,RENEW,04/27/2018,06/16/2018,06/15/2020,04/30/2018,AAI,41.955003904,-87.673664216,"(41.95500390378829, -87.67366421593825)"
297094,1,TAOS RESTAURANT LLC,PIAZZA BELLA OSTERIA,2114 W ROSCOE ST,CHICAGO,IL,60618,32,21,19,1475,Consumption on Premises - Incidental Activity,1646979,RENEW,11/01/2016,12/16/2016,12/15/2018,11/02/2016,AAI,41.943288554,-87.681527845,"(41.943288553820175, -87.68152784547775)"
63507,1,MOTHER'S FIRST VENTURE LIMITED,MOTHER'S FIRST VENTURE LTD,26 W DIVISION ST 1,CHICAGO,IL,60610,2,38,18,1050,Public Place of Amusement,24777,RENEW,05/02/2018,05/16/2018,05/15/2020,05/15/2018,AAI,41.904035484,-87.629754619,"(41.90403548424903, -87.62975461913923)"
283671,2,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,CHICAGO,IL,60611,42,55,18,1477,Outdoor Patio,2048782,RENEW,02/04/2016,03/16/2016,03/15/2018,03/01/2016,AAI,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
17933,1,NIMA CORP.,NOON O KABAB,4661 N KEDZIE AVE 1ST,CHICAGO,IL,60625,33,26,17,1475,Consumption on Premises - Incidental Activity,1193440,RENEW,07/31/2017,09/16/2017,09/15/2019,08/01/2017,AAI,41.966280769,-87.708260522,"(41.966280768751815, -87.70826052165359)"
387915,1,LOEWS CHICAGO OPERATING COMPANY LLC,THE LOEWS CHICAGO,455 N PARK DR 1-52,CHICAGO,IL,60611,42,54,18,1475,Consumption on Premises - Incidental Activity,2314645,RENEW,10/19/2018,11/16/2018,11/15/2020,10/25/2018,AAI,41.890219142,-87.619458663,"(41.89021914224843, -87.6194586634157)"
191,1,JO-KIM LOUNGE CORP.,Never Have I Ever,2247 N LINCOLN AVE 1,CHICAGO,IL,60614,43,29,18,1470,Tavern,1194170,RENEW,04/11/2017,04/16/2017,04/15/2019,10/24/2017,AAI,41.923025621,-87.645166361,"(41.923025621203976, -87.64516636089154)"
271893,1,"HOME RUN INN PIZZA-ARCHER, INC.",HOME RUN INN PIZZERIA,6221 S ARCHER AVE 1,CHICAGO,IL,60638,23,14,8,1475,Consumption on Premises - Incidental Activity,1473376,RENEW,03/13/2018,01/16/2018,01/15/2020,03/14/2018,AAI,41.793614506,-87.77530251,"(41.79361450624168, -87.77530250991505)"
11602,1,CLIFF DWELLERS,THE CLIFF DWELLERS,200 S MICHIGAN AVE 22ND,CHICAGO,IL,60604,34,9,1,1473,Not-For-Profit Club,29163,RENEW,03/15/2018,04/16/2018,04/15/2020,03/16/2018,AAI,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)"
382311,1,"RMH ILLINOIS, LLC",APPLEBEE'S NEIGHBORHOOD GRILL & BAR,7519 S CICERO AVE 1,CHICAGO,IL,60652,18,43,8,1475,Consumption on Premises - Incidental Activity,2269748,RENEW,10/19/2017,10/16/2017,10/15/2019,10/20/2017,AAI,41.755956006,-87.741432621,"(41.75595600567047, -87.74143262060872)"
400915,1,1924 CORP.,LINDYS AND GERTIES ORIGINAL,3685 S ARCHER AVE 1,CHICAGO,IL,60609,12,17,9,1475,Consumption on Premises - Incidental Activity,2423373,ISSUE,09/30/2015,12/28/2015,01/15/2018,12/28/2015,AAI,41.8268122,-87.683237086,"(41.82681219988024, -87.68323708639228)"
229993,5,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",HOTEL PALOMAR,"505 N STATE ST 1ST, 5TH - 17TH",CHICAGO,IL,60654,42,22,18,1477,Outdoor Patio,1992058,RENEW,08/19/2016,09/16/2016,09/15/2018,08/22/2016,AAI,41.891055241,-87.627897629,"(41.89105524147196, -87.62789762934904)"
416357,1,"41 E. CHESTNUT CRAB PARTNERS, LLC","TRULUCK'S SEAFOOD, STEAK AND CRAB HOUSE",41 E CHESTNUT ST 1ST&MEZZ,CHICAGO,IL,60611,42,32,18,1050,Public Place of Amusement,2536622,ISSUE,07/07/2017,10/22/2018,11/15/2020,10/22/2018,AAI,41.898241301,-87.626631762,"(41.898241300503756, -87.62663176178728)"
64102,1,"CANDIDE, INC.",DROP,1909 N LINCOLN AVE  1,CHICAGO,IL,60614,43,24,18,1050,Public Place of Amusement,38266,RENEW,04/14/2017,04/16/2017,04/15/2019,04/17/2017,AAI,41.91684811,-87.636524466,"(41.91684810981031, -87.6365244655254)"
27692,1,GRACE LEAVITT LIQUORS CORP.,GRACE LEAVITT FIRE ESCAPE,2157 W GRACE ST 1ST,CHICAGO,IL,60618,47,4,19,1470,Tavern,15165,RENEW,02/19/2019,12/16/2018,07/15/2021,03/26/2019,AAI,41.950337385,-87.683366374,"(41.950337385207895, -87.68336637393413)"
403515,1,"CONNACHT, LLC",THE CROSSING TAVERN,2542-2548 N SOUTHPORT AVE 1ST,CHICAGO,IL,60614,32,43,19,1470,Tavern,2443311,ISSUE,02/23/2016,05/23/2016,06/15/2018,05/23/2016,AAI,41.928296637,-87.663571315,"(41.928296636787316, -87.66357131513206)"
16437,1,"WARNNING ENTERPRISES, INC.",BIRD'S NEST,2500 N SOUTHPORT AVE,CHICAGO,IL,60614,32,24,19,1472,Music and Dance,44550,RENEW,03/27/2017,04/16/2017,04/15/2019,03/28/2017,AAI,41.92707497,-87.663531089,"(41.92707497038625, -87.66353108891671)"
368691,1,"PICCOLO SOGNO DUE, LLC",NONNINA,340 N CLARK ST 1,CHICAGO,IL,60654,42,32,18,1475,Consumption on Premises - Incidental Activity,2134048,RENEW,06/20/2016,07/16/2016,07/15/2018,07/25/2016,AAI,41.888526714,-87.631191374,"(41.888526713886016, -87.63119137435383)"
400979,1,ON TOUR BREWING COMPANY LLC,ON TOUR BREWING COMPANY,1725 W HUBBARD ST 1,CHICAGO,IL,60622,27,27,12,1475,Consumption on Premises - Incidental Activity,2423499,ISSUE,07/15/2016,01/06/2017,01/15/2019,01/06/2017,AAI,41.889719747,-87.670617042,"(41.88971974699358, -87.67061704171114)"
62546,1,"""ALSOL, INC.""",EL MEXICO MODERNO,1245-1247 N ASHLAND AVE 1ST,CHICAGO,IL,60622,1,37,14,1470,Tavern,2040,RENEW,10/27/2016,11/16/2016,11/15/2018,10/27/2016,AAI,41.904637749,-87.667383412,"(41.90463774865936, -87.66738341218588)"
408044,5,"11 DINING, LLC",11 DINING,150 N RIVERSIDE PLZ 8,CHICAGO,IL,60606,42,41,1,1475,Consumption on Premises - Incidental Activity,2559918,ISSUE,02/26/2018,11/21/2018,07/15/2021,11/21/2018,AAI,41.885089456,-87.638405594,"(41.88508945576888, -87.63840559417186)"
4128,1,LE RENDEZVOUS INC,RAVENS,2326 N CLARK ST BASEM #,CHICAGO,IL,60614,43,58,18,1470,Tavern,8639,RENEW,04/10/2017,04/16/2017,04/15/2019,04/11/2017,AAI,41.924442494,-87.639932339,"(41.924442493612474, -87.63993233882339)"
6921,1,"RESTAURANTE FRANCO, INC.",FRANCO'S RISTORANTE,300 W 31ST ST 1ST,CHICAGO,IL,60616,11,27,9,1470,Tavern,16740,RENEW,06/08/2018,06/16/2018,06/15/2020,06/13/2018,AAI,41.838314286,-87.634166827,"(41.838314285595594, -87.63416682725416)"
389950,1,"RSR BLOCK 37 FOOD HALL, LLC",LATINICITY,108 N STATE ST  300,CHICAGO,IL,60602,34,9,1,1475,Consumption on Premises - Incidental Activity,2327194,RENEW,11/10/2017,10/16/2017,10/15/2019,01/16/2018,AAI,41.883422637,-87.628021652,"(41.88342263701488, -87.62802165207536)"
10047,1,"PORTILLO'S HOT DOGS, LLC",PORTILLO'S HOT DOGS,100 W ONTARIO ST 1,CHICAGO,IL,60654,42,39,18,1477,Outdoor Patio,1909815,RENEW,01/07/2016,02/16/2016,02/15/2018,01/08/2016,AAI,41.893337737,-87.631244496,"(41.89333773718407, -87.63124449621304)"
408979,1,"EDEN IN CHICAGO, LLC",EDEN,1744 W LAKE ST 1,CHICAGO,IL,60612,27,27,12,1475,Consumption on Premises - Incidental Activity,2484005,ISSUE,10/13/2016,12/07/2016,12/15/2018,12/05/2016,AAI,41.885284892,-87.671251574,"(41.88528489249277, -87.67125157392887)"
21370,1,"EMILIO'S SOL Y NIEVE, INC",EMILIO'S TAPAS,215 E OHIO ST,CHICAGO,IL,60611,2,41,18,1477,Outdoor Patio,70262,RENEW,03/15/2017,03/16/2017,03/15/2019,03/16/2017,AAI,41.892460187,-87.622036789,"(41.892460186741516, -87.62203678900626)"
426533,1,VR IMMERSION LLC,VIRTUAL RUSH: CHICAGO,600 E GRAND AVE 1,CHICAGO,IL,60611,42,11,18,1050,Public Place of Amusement,2589769,ISSUE,08/16/2018,09/05/2018,07/15/2021,09/05/2018,AAI,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)"
326270,1,"INSTITUTO CERVANTES OF CHICAGO, INC.",INSTITUTO CERVANTES,31 W OHIO ST 2,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,2550166,RENEW,01/22/2018,02/16/2018,02/15/2020,02/14/2018,AAI,41.892340477,-87.629426279,"(41.892340477333065, -87.62942627883271)"
12034,1,THE SKY-LINE CLUB,THE SKY - LINE CLUB,307 N MICHIGAN AVE  2400,CHICAGO,IL,60601,42,44,1,1473,Not-For-Profit Club,2289366,RENEW,07/31/2018,09/16/2018,09/15/2020,08/01/2018,AAI,41.887004423,-87.624394657,"(41.88700442325107, -87.62439465711454)"
203395,3,"Broadway In Chicago, LLC",Cadillac Palace Theater,151 W RANDOLPH ST,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,1044955,RENEW,03/13/2016,04/16/2016,04/15/2018,07/20/2016,AAI,41.884363124,-87.632508385,"(41.884363124337945, -87.63250838516524)"
10234,1,MICHELLA TERRACE INC.,MICHELLA TERRACE,5215-5219 W IRVING PARK RD,CHICAGO,IL,60641,45,35,16,1475,Consumption on Premises - Incidental Activity,25127,RENEW,08/14/2017,08/16/2017,08/15/2019,08/14/2017,AAI,41.95317844,-87.757804419,"(41.95317843969206, -87.75780441878463)"
390719,1,CHICAGO DESIGN MUSEUM,CHICAGO DESIGN MUSEUM,108 N STATE ST 3,CHICAGO,IL,60602,34,9,1,1475,Consumption on Premises - Incidental Activity,2374661,ISSUE,02/05/2016,05/12/2016,05/15/2018,05/12/2016,AAI,41.883422637,-87.628021652,"(41.88342263701488, -87.62802165207536)"
374821,1,"BEVERAGE ART II, LLC",WILD BLOSSOM II & SOUTH WORKS BREWING CO.,9016-9030 S HERMITAGE AVE 1,CHICAGO,IL,60620,21,17,22,1475,Consumption on Premises - Incidental Activity,2457718,ISSUE,05/31/2016,03/02/2017,03/15/2019,03/02/2017,AAI,41.729825244,-87.667015176,"(41.72982524390322, -87.66701517646968)"
50161,8,"LUMA, LLC",LOU MALNATI'S PIZZERIA,1120 N STATE ST 1ST,CHICAGO,IL,60610,2,60,18,1475,Consumption on Premises - Incidental Activity,2069346,RENEW,01/07/2016,02/16/2016,02/15/2018,01/08/2016,AAI,41.902393823,-87.628468924,"(41.902393823105335, -87.62846892422814)"
11405,2,BIJAN CORPORATION,BIJAN'S,661-663 N STATE ST 1,CHICAGO,IL,60654,42,23,18,1481,Caterer's Liquor License,2138692,RENEW,01/07/2016,02/16/2016,02/15/2018,01/08/2016,AAI,41.894186697,-87.627992022,"(41.89418669710023, -87.62799202224045)"
424320,1,FOLKART TRIPP LLC,MORDECAI BROWN,3632 N CLARK ST 1,CHICAGO,IL,60613,44,50,19,1050,Public Place of Amusement,2575406,ISSUE,01/29/2018,04/04/2018,04/15/2020,04/04/2018,AAI,41.948016352,-87.657339668,"(41.94801635212034, -87.65733966838366)"
203386,1,"Chicago Concessions Oriental, Inc.",CHICAGO CONCESSIONS AT NEDERLANDER THEATRE,24 W RANDOLPH ST  700,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,1044940,RENEW,08/03/2018,09/16/2018,09/15/2020,08/06/2018,AAI,41.884595744,-87.628795005,"(41.884595743948594, -87.62879500536263)"
86355,9,"VOSGES,  LTD.",VOSGES HAUT-CHOCOLAT,951 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,9,18,1475,Consumption on Premises - Incidental Activity,1798932,RENEW,02/15/2017,03/16/2017,03/15/2019,02/16/2017,AAI,41.918001633,-87.652967217,"(41.91800163277898, -87.65296721688298)"
315430,1,"DUBLIN 4, INC.",D4 IRISH PUB & CAFE,345 E OHIO ST 1,CHICAGO,IL,60611,2,41,18,1475,Consumption on Premises - Incidental Activity,1804576,RENEW,03/03/2017,03/16/2017,03/15/2019,03/07/2017,AAI,41.892518301,-87.618502427,"(41.89251830082217, -87.61850242693725)"
351719,1,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE,5500 S SHORE DR 1ST,CHICAGO,IL,60637,5,38,2,1475,Consumption on Premises - Incidental Activity,2026591,RENEW,09/29/2016,10/16/2016,10/15/2018,09/30/2016,AAI,41.795185016,-87.580597772,"(41.79518501605705, -87.58059777168157)"
400064,2,LIM & LEW CORP.,Serai,2169-2171 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,30,14,1477,Outdoor Patio,2483156,ISSUE,11/15/2016,05/12/2017,02/15/2019,05/12/2017,AAI,41.920706296,-87.693532669,"(41.92070629576094, -87.69353266859457)"
15851,1,"TATTLER POST #973, INC.",TATTLER POST #973 AMER. LEGION,4355 N WESTERN AVE 1ST,CHICAGO,IL,60618,47,14,19,1473,Not-For-Profit Club,39706,RENEW,11/26/2016,12/16/2016,12/15/2018,11/28/2016,AAI,41.96115263,-87.68853134,"(41.961152630145925, -87.68853134020404)"
298416,1,"HOULIHAN'S RESTAURANTS, INC.",DEVON SEAFOOD GRILL,39 E CHICAGO AVE,CHICAGO,IL,60611,2,19,18,1475,Consumption on Premises - Incidental Activity,1649164,RENEW,03/08/2017,03/16/2017,03/15/2019,03/15/2017,AAI,41.896587722,-87.626705437,"(41.89658772205973, -87.62670543707964)"
16747,1,"GARLAND BLD. COFFEESHOP, INC.",HEAVEN ON SEVEN,111 N WABASH AVE 7 700,CHICAGO,IL,60602,34,9,1,1475,Consumption on Premises - Incidental Activity,47014,RENEW,05/01/2018,03/16/2018,03/15/2020,05/02/2018,AAI,41.883526492,-87.626082197,"(41.88352649174743, -87.62608219678731)"
229993,5,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",HOTEL PALOMAR,"505 N STATE ST 1ST, 5TH - 17TH",CHICAGO,IL,60654,42,22,18,1477,Outdoor Patio,1992054,RENEW,08/19/2016,09/16/2016,09/15/2018,08/22/2016,AAI,41.891055241,-87.627897629,"(41.89105524147196, -87.62789762934904)"
385719,1,"TURTLE HOUSE, INC.",KAMEYA,806 W WEBSTER AVE 1ST,CHICAGO,IL,60614,43,21,18,1475,Consumption on Premises - Incidental Activity,2308197,RENEW,12/19/2017,11/16/2017,11/15/2019,12/20/2017,AAI,41.921921561,-87.648948671,"(41.92192156093315, -87.64894867084837)"
308742,2,"MBS PRECISION MANAGEMENT, INC.",PRESIDENTS' LOUNGE,653 E 75TH ST 1ST,CHICAGO,IL,60619,6,38,6,1470,Tavern,1954173,RENEW,10/11/2016,10/16/2016,10/15/2018,10/12/2016,AAI,41.758423659,-87.608150591,"(41.75842365922288, -87.60815059091242)"
40982,1,OCHOA'S BAR & GRILL INC.,OCHOA'S BAR & GRILL,1325 W 47TH ST 1ST,CHICAGO,IL,60609,20,51,9,1470,Tavern,59156,RENEW,01/14/2016,01/16/2016,01/15/2018,01/14/2016,AAI,41.80857536,-87.658865404,"(41.80857536026874, -87.65886540390885)"
20568,1,"RICE FIELDS, INC.",BAISI THAI,900 N MICHIGAN AVE LG 6,CHICAGO,IL,60611,42,61,18,1475,Consumption on Premises - Incidental Activity,66782,RENEW,03/14/2017,03/16/2017,03/15/2019,03/15/2017,AAI,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)"
6525,1,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,701 S STATE ST,CHICAGO,IL,60605,4,17,1,1471,Late Hour,14623,RENEW,08/31/2018,10/16/2018,10/15/2020,09/04/2018,AAI,41.873055576,-87.627417813,"(41.87305557644521, -87.62741781254495)"
393388,1,2450 N MILWAUKEE RESTAURANT LLC,ESTEREO,2450 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,30,14,1050,Public Place of Amusement,2373543,ISSUE,01/16/2015,07/08/2016,07/15/2018,07/08/2016,AAI,41.92576419,-87.702246015,"(41.92576418992568, -87.70224601480747)"
63100,1,GRAND SLAM INC,BRIDGEPORT INN,2901 S ARCHER AVE 1ST,CHICAGO,IL,60608,11,7,9,1470,Tavern,14610,RENEW,05/05/2017,05/16/2017,05/15/2019,05/08/2017,AAI,41.841668177,-87.657641517,"(41.841668176974075, -87.65764151669173)"
18277,1,"NICK & HOWARD, L.L.C.",UNDERGROUND CHICAGO,56 W ILLINOIS ST LL,CHICAGO,IL,60654,42,20,18,1471,Late Hour,56211,RENEW,01/23/2018,02/16/2018,02/15/2020,01/24/2018,AAI,41.890935447,-87.630143101,"(41.890935446552625, -87.63014310123303)"
369927,6,"BEHIND THE SCENES CHICAGO, LLC",PARAMOUNT EVENTS AND TRUFFLEBERRY MARKET,1746-1758 W LAKE ST 1,CHICAGO,IL,60612,27,27,12,1050,Public Place of Amusement,2550094,ISSUE,,08/03/2017,10/15/2018,08/03/2017,AAI,41.885282077,-87.671329628,"(41.885282076755075, -87.67132962771234)"
389925,1,"PL ENTERPRISESONE, INC.",BACINOS ITALIAN GRILL,248 W DIVERSEY DR 1,CHICAGO,IL,60657,44,7,19,1475,Consumption on Premises - Incidental Activity,2327130,RENEW,08/16/2016,09/16/2016,09/15/2018,08/17/2016,AAI,41.932987213,-87.636528936,"(41.93298721327045, -87.63652893636035)"
86318,1,"RAINFOREST CAFE, INC.",RAINFOREST CAFE,605 N CLARK ST,CHICAGO,IL,60610,42,22,18,1475,Consumption on Premises - Incidental Activity,57302,RENEW,01/21/2016,02/16/2016,02/15/2018,01/25/2016,AAI,41.892572757,-87.631005407,"(41.89257275728285, -87.63100540748637)"
3950,4,MART PLAZA CATERING CORPORATION,HOLIDAY INN MART PLAZA,350 N ORLEANS ST 1 #,CHICAGO,IL,60654,42,9,18,1050,Public Place of Amusement,32392,RENEW,04/18/2018,05/16/2018,05/15/2020,05/02/2018,AAI,41.888741038,-87.637080541,"(41.888741038131876, -87.63708054058772)"
430555,1,ALM HURON LLC,HAMPTON INN AND HOMEWOOD SUITES CHICAGO DOWNTOWN/MAGNIFICENT MILE,"150-160 E HURON ST 1-2, 7, 14-40",CHICAGO,IL,60611,2,35,18,1475,Consumption on Premises - Incidental Activity,2621691,ISSUE,10/17/2018,12/05/2018,02/15/2021,12/05/2018,AAI,41.895060786,-87.623507509,"(41.895060785681196, -87.62350750911575)"
4120,1,CLAUSE'S TAVERN INC.,ROSCOE VILLAGE PUB,2159 W ADDISON ST,CHICAGO,IL,60618,32,46,19,1470,Tavern,39955,RENEW,11/07/2018,12/16/2018,02/15/2021,11/07/2018,AAI,41.946691557,-87.683342458,"(41.94669155744063, -87.68334245838233)"
11244,1,VINCI LIMITED PARTNERSHIP,VINCI,1732 N HALSTED ST,CHICAGO,IL,60614,43,55,18,1475,Consumption on Premises - Incidental Activity,27122,RENEW,04/05/2017,04/16/2017,04/15/2019,04/11/2017,AAI,41.913773136,-87.648506953,"(41.913773135889954, -87.64850695298132)"
73,1,4301 NORTH WESTERN AVENUE INCORPORATED,CELTIC CROWN,4301 N WESTERN AVE 1,CHICAGO,IL,60618,47,8,19,1470,Tavern,405,RENEW,12/13/2018,12/16/2018,07/15/2021,12/14/2018,AAI,41.959539276,-87.688483804,"(41.959539275814876, -87.68848380383307)"
4087,1,RIVERFRONT SALOON INC,RIVERFRONT SALOON,3301 E 106TH ST,CHICAGO,IL,60617,10,35,4,1470,Tavern,8484,RENEW,07/12/2018,07/16/2018,07/15/2020,07/13/2018,AAI,41.702652466,-87.543707495,"(41.702652466452214, -87.54370749488511)"
369601,1,"The Bongo Room, III, Inc.",The Bongo Room,5022 N CLARK ST 1 ST,CHICAGO,IL,60640,47,30,20,1475,Consumption on Premises - Incidental Activity,2153394,RENEW,03/13/2018,03/16/2018,03/15/2020,03/14/2018,AAI,,,
331934,1,"THEORY, LLC",Theory Sport.Dine.Lounge,9 W HUBBARD ST 1,CHICAGO,IL,60610,42,55,18,1050,Public Place of Amusement,1908617,RENEW,01/08/2016,02/16/2016,02/15/2018,01/26/2016,AAI,41.889949311,-87.628373571,"(41.889949310620324, -87.62837357133523)"
386661,1,SOHO HOUSE CHICAGO LLC,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,CHICAGO,IL,60607,27,1,12,1481,Caterer's Liquor License,2320304,RENEW,09/15/2016,08/16/2016,06/15/2018,09/29/2016,AAI,41.883557098,-87.648432396,"(41.883557097965046, -87.64843239611488)"
406688,1,"HOPCAT-CHICAGO, LLC",HOP-CAT CHICAGO,2577 N CLARK ST 1,CHICAGO,IL,60614,43,33,19,1475,Consumption on Premises - Incidental Activity,2469351,ISSUE,06/28/2016,08/26/2016,09/15/2018,08/26/2016,AAI,41.929852646,-87.64297955,"(41.929852646093686, -87.64297955035498)"
349624,1,ELLEN'S KITCHEN INC.,Devour 312,1450 W WEBSTER AVE 1ST,CHICAGO,IL,60614,32,37,18,1475,Consumption on Premises - Incidental Activity,2021278,RENEW,05/10/2017,04/16/2017,04/15/2019,05/11/2017,AAI,41.921719499,-87.665019424,"(41.921719498801785, -87.66501942398847)"
317551,1,"LAMADIA - ART OF PIZZA, LOVE OF WINE, LLC","LAMADIA - ART OF PIZZA, LOVE OF WINE",59 W GRAND AVE,CHICAGO,IL,60610,42,22,18,1475,Consumption on Premises - Incidental Activity,1821068,RENEW,02/05/2016,02/16/2016,02/15/2018,02/08/2016,AAI,41.891527574,-87.63034188,"(41.891527574142366, -87.63034188036501)"
11401,1,POLISH HIGHLANDERS ALLIANCE IN AMERICA,POLISH HIGHLANDERS ALLIANCE,4800-4808 S ARCHER AVE,CHICAGO,IL,60632,14,13,8,1475,Consumption on Premises - Incidental Activity,34080,RENEW,05/18/2017,06/16/2017,06/15/2019,05/19/2017,AAI,41.806294212,-87.717192119,"(41.806294211793634, -87.71719211924801)"
242848,1,"REGGIO'S PIZZA EXPRESS II, INC.",REGGIO'S PIZZA EXPRESS,11601 W TOUHY AVE C TERMI,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,2261909,RENEW,12/29/2017,01/16/2018,01/15/2020,01/02/2018,AAI,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
16047,1,"LAST CALL LOUNGE, INC.",LAST CALL LOUNGE,6316-6318 W 65TH ST 1ST,CHICAGO,IL,60638,23,4,8,1470,Tavern,40992,RENEW,01/03/2018,01/16/2018,01/15/2020,01/05/2018,AAI,41.774156951,-87.779407886,"(41.77415695093783, -87.77940788571328)"
64238,1,"P. J. A., INCORPORATED",MISKA LIQUORS,4411-4413 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,45,40,16,1470,Tavern,41968,RENEW,04/07/2018,04/16/2018,07/15/2020,04/09/2018,AAI,41.961008733,-87.75462693,"(41.96100873289663, -87.75462692971466)"
409750,1,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,CHICAGO,IL,60611,2,41,18,1477,Outdoor Patio,2496525,ISSUE,11/04/2016,06/02/2017,06/15/2019,06/02/2017,AAI,41.893482969,-87.621930591,"(41.89348296915108, -87.62193059128795)"
375613,1,AME LLC,JUNO,2638 N LINCOLN AVE,CHICAGO,IL,60614,43,32,19,1475,Consumption on Premises - Incidental Activity,2185372,RENEW,11/21/2016,12/16/2016,12/15/2018,11/22/2016,AAI,41.92975946,-87.655010768,"(41.929759460029416, -87.65501076819851)"
383096,1,"TKS ASSOCIATES, INC.",MELI CAFE ON DEARBORN,500 S DEARBORN ST,CHICAGO,IL,60605,4,49,1,1475,Consumption on Premises - Incidental Activity,2299308,RENEW,12/13/2017,12/16/2017,12/15/2019,12/14/2017,AAI,41.87556911,-87.629383226,"(41.87556910960446, -87.62938322586831)"
296741,2,"KOHAN KAKU, CORPORATION",KOHAN JAPANESE RESTAURANT,730-732 W MAXWELL ST 1,CHICAGO,IL,60607,28,3,12,1475,Consumption on Premises - Incidental Activity,1841302,RENEW,04/15/2016,05/16/2016,05/15/2018,04/18/2016,AAI,41.864901572,-87.646292291,"(41.86490157227488, -87.64629229053516)"
264305,2,"BADA-BOOM, INC. OF ILLINOIS",O'ROURKE'S OFFICE,11064-11066 S WESTERN AVE,CHICAGO,IL,60643,19,62,22,1470,Tavern,1938496,RENEW,07/11/2017,07/16/2017,07/15/2019,07/12/2017,AAI,41.691999519,-87.681308046,"(41.69199951857536, -87.68130804565848)"
398619,1,SOLAZO ON RANDOLPH INC.,LA JOSIE,740 W RANDOLPH ST 1,CHICAGO,IL,60661,27,1,12,1477,Outdoor Patio,2501649,ISSUE,02/10/2017,04/18/2017,05/15/2019,04/18/2017,AAI,41.884516857,-87.647390682,"(41.88451685704581, -87.64739068195071)"
360994,1,"RADISSON CHICAGO MP MANAGEMENT, LLC",RADISSON BLU AQUA,221 N COLUMBUS DR,CHICAGO,IL,60601,42,50,1,1475,Consumption on Premises - Incidental Activity,2088693,RENEW,09/21/2017,10/16/2017,10/15/2019,09/22/2017,AAI,41.886312514,-87.62054177,"(41.88631251428426, -87.62054176987209)"
31480,1,"SHEFFIELD'S BEER & WINE GARDEN, INC.",SHEFFIELD BEER & WINE GARDEN,3256-3258 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,39,19,1470,Tavern,30036,RENEW,01/06/2017,02/16/2017,02/15/2019,03/14/2017,AAI,41.94159066,-87.654304973,"(41.94159066006034, -87.65430497323777)"
3772,1,EAST OF THE RYAN INC,"EAST OF THE RYAN,INC",914 E 79TH ST 1ST,CHICAGO,IL,60619,8,68,6,1470,Tavern,12283,RENEW,10/15/2018,10/16/2018,10/15/2020,10/16/2018,AAI,41.751431303,-87.602112125,"(41.7514313030561, -87.60211212497248)"
412132,1,BEATRIX FULTON MARKET LLC,BEATRIX,834-842 W FULTON MARKET,CHICAGO,IL,60607,27,1,12,1475,Consumption on Premises - Incidental Activity,2501682,ISSUE,03/13/2017,05/09/2017,05/15/2019,05/09/2017,AAI,41.886890532,-87.648822818,"(41.886890531772956, -87.64882281750184)"
